level_0,@module_x,@class_x,name_x,@version_x,X.discharge_capacity_cycle_2,X.max_discharge_capacity_difference,X.discharge_capacity_cycle_100,X.integrated_time_temperature_cycles_1:100,X.charge_time_cycles_1:5,X.abs_min_discharge_capacity_difference_cycles_2:100,X.abs_mean_discharge_capacity_difference_cycles_2:100,X.abs_variance_discharge_capacity_difference_cycles_2:100,X.abs_skew_discharge_capacity_difference_cycles_2:100,X.abs_kurtosis_discharge_capacity_difference_cycles_2:100,X.abs_first_discharge_capacity_difference_cycles_2:100,X.max_temperature_cycles_1:100,X.min_temperature_cycles_1:100,X.slope_discharge_capacity_cycle_number_2:100,X.intercept_discharge_capacity_cycle_number_2:100,X.slope_discharge_capacity_cycle_number_91:100,X.intercept_discharge_capacity_cycle_number_91:100,X.min_internal_resistance_cycles_2:100,X.internal_resistance_cycle_2,X.internal_resistance_difference_cycles_2:100,X.nominal_capacity_by_median,metadata.barcode_x,metadata.protocol_x,metadata.channel_id_x,metadata.parameters.init_pred_cycle,metadata.parameters.mid_pred_cycle,metadata.parameters.final_pred_cycle,metadata.parameters.n_nominal_cycles,bat_num,batches,bat_name,index,@module_y,@class_y,name_y,@version_y,X.capacity_0.98,X.capacity_0.95,X.capacity_0.92,X.capacity_0.89,X.capacity_0.86,X.capacity_0.83,X.capacity_0.8,metadata.barcode_y,metadata.protocol_y,metadata.channel_id_y,metadata.parameters.thresh_max_cap,metadata.parameters.thresh_min_cap,metadata.parameters.interval_cap
70,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000023_CH38_features_DeltaQFastCharge.json,2021.1.11.15,1.0719458,0.6027628,1.0768373,214162.9917952,665.5999755859375,-1.360344251397841,-1.6803888795113853,-3.4461440116466173,-1.101159537348428,0.2772093734076055,-1.4513766142719868,36.99362564086914,29.98895835876465,-5.236864564014164e-06,1.0782427876726446,-4.369939393940307e-05,1.0811670527272734,0.016318144276738167,0.016684286296367645,-1.0309740900993347e-05,1.078652,EL150800460601,2017-05-12_TESTS\20170512-7C-40PER_3C.SDU,37,10,91,100,40,38,b1,b1c38,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000023_CH38_features_TrajectoryFastCharge.json,2021.1.11.15,371,497,546,580,610,638,650,EL150800460601,2017-05-12_TESTS\20170512-7C-40PER_3C.SDU,37,0.98,0.78,0.03
71,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000024_CH45_features_DeltaQFastCharge.json,2021.1.11.15,1.0664768999999998,0.8898898000000004,1.0765824,234761.971484375,588.7999877929688,-1.2746069195701808,-1.6242630850880877,-3.277832363577903,-1.120944936382343,0.26710421096201414,-1.3241168306131208,39.44459533691406,29.683576583862305,2.8250178107604202e-05,1.074837234528963,-3.0030303030100215e-06,1.0768151563636341,0.01740877702832222,0.017798343673348427,-7.265061140060425e-05,1.07615475,el150800460474,2017-06-30_tests\20170630-6C_40per_4C.sdu,44,10,91,100,40,45,b2,b2c45,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000024_CH45_features_TrajectoryFastCharge.json,2021.1.11.15,294,367,398,418,435,451,466,el150800460474,2017-06-30_tests\20170630-6C_40per_4C.sdu,44,0.98,0.78,0.03
72,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000025_CH7_features_DeltaQFastCharge.json,2021.1.11.15,1.0736028999999998,0.5953994999999999,1.0797876,178860.22826334633,691.2000122070312,-1.5945549302291133,-1.9399970619768738,-3.9350496940486996,-1.3791558960864416,0.2608662940838224,-1.6419684934793848,34.654666900634766,28.914812088012695,1.5642807668518312e-05,1.0794829141620281,-2.370787878789126e-05,1.0821279945454554,0.01592278480529785,0.016548700630664825,-0.00023642927408218384,1.08040555,EL150800464883,2017-05-12_TESTS\20170512-4_4C-80PER_4_4C.SDU,6,10,91,100,40,7,b1,b1c7,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000025_CH7_features_TrajectoryFastCharge.json,2021.1.11.15,511,825,909,909,909,909,1076,EL150800464883,2017-05-12_TESTS\20170512-4_4C-80PER_4_4C.SDU,6,0.98,0.78,0.03
73,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000026_CH5_features_DeltaQFastCharge.json,2021.1.11.15,0.97206396,0.12001434000000011,0.92675346,138138.18802897134,716.7999877929688,-1.025631037661258,-1.3469740117045048,-2.784136638731427,-1.5227499797656887,0.27754699708348635,-1.1319227331257744,36.214054107666016,26.931636810302734,-0.00045203267606679087,0.9697328637023289,-0.0003773801212121105,0.9641276094545441,0.016427576541900635,0.01671152561903,0.0006714649498462677,0.960965485,EL150800464977,2017-05-12_TESTS\20170512-4C-80PER_4C.SDU,4,10,91,100,40,5,b1,b1c5,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000026_CH5_features_TrajectoryFastCharge.json,2021.1.11.15,61,134,199,211,211,211,211,EL150800464977,2017-05-12_TESTS\20170512-4C-80PER_4C.SDU,4,0.98,0.78,0.03
74,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000026_CH6_features_DeltaQFastCharge.json,2021.1.11.15,1.0074891,0.6679786000000001,1.0059844,156328.04351806644,742.4000244140625,-1.587781288618624,-2.071621669091058,-3.9942663975312973,-0.4594284713147459,0.20808960510456312,-1.7805575618428728,36.0672492980957,28.333675384521484,-6.313928880643547e-05,1.0134240816120386,-6.512727272727962e-05,1.0124779272727278,0.016947250813245773,0.01727810502052307,-5.55235892534256e-05,1.0122917,EL150800464865,2017-05-12_TESTS\20170512-4C-80PER_4C.SDU,5,10,91,100,40,6,b1,b1c6,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000026_CH6_features_TrajectoryFastCharge.json,2021.1.11.15,173,270,353,433,485,485,485,EL150800464865,2017-05-12_TESTS\20170512-4C-80PER_4C.SDU,5,0.98,0.78,0.03
75,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000027_CH31_features_DeltaQFastCharge.json,2021.1.11.15,1.0634685,0.8797888,1.0712727,230482.23899739585,588.7999877929688,-1.3129981964622592,-1.6357687357158461,-3.3374752388345637,-1.4790526469431926,0.27838790134092245,-1.3855742474389765,37.10179901123047,29.61343765258789,1.4278664192944958e-05,1.0713587011337866,-6.567212121211947e-05,1.0777954054545447,0.017394017428159714,0.01787739433348179,-0.00044450536370277405,1.0723178999999998,el150800460527,2017-06-30_tests\20170630-5_2C_10per_4_75C.sdu,30,10,91,100,40,31,b2,b2c31,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000027_CH31_features_TrajectoryFastCharge.json,2021.1.11.15,248,366,413,440,459,476,492,el150800460527,2017-06-30_tests\20170630-5_2C_10per_4_75C.sdu,30,0.98,0.78,0.03
76,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000028_CH19_features_DeltaQFastCharge.json,2021.1.11.15,1.0874287,0.5929268000000001,1.0941646,208107.83409423826,665.5999755859375,-1.5081984243297033,-1.8333975812631613,-3.7380850639022642,-1.3976992259210141,0.27677489291347607,-1.6037770405375171,35.16098403930664,30.008882522583008,1.0273045145326408e-05,1.0941905356215211,-1.3481818181783397e-05,1.095524001818178,0.01653897389769554,0.016753897070884705,7.656589150428772e-05,1.0950827000000003,EL150800464898,2017-05-12_TESTS\20170512-5_4C-40PER_3_6C.SDU,18,10,91,100,40,19,b1,b1c19,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000028_CH19_features_TrajectoryFastCharge.json,2021.1.11.15,492,735,807,869,880,880,880,EL150800464898,2017-05-12_TESTS\20170512-5_4C-40PER_3_6C.SDU,18,0.98,0.78,0.03
77,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000028_CH20_features_DeltaQFastCharge.json,2021.1.11.15,1.0815607,0.45500079999999987,1.0876714,210685.0268717448,665.5999755859375,-1.5422507931283866,-1.8590694897317472,-3.79255996857259,-1.2827608358771947,0.277892949818786,-1.6544655496916107,36.799232482910156,29.999717712402344,2.1967536178098487e-05,1.086540153494125,-1.2428484848494651e-05,1.0888902418181825,0.016611162573099136,0.016898803412914276,5.013123154640198e-05,1.0875940499999999,EL150800460468,2017-05-12_TESTS\20170512-5_4C-40PER_3_6C.SDU,19,10,91,100,40,20,b1,b1c20,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000028_CH20_features_TrajectoryFastCharge.json,2021.1.11.15,542,787,883,947,995,1033,1056,EL150800460468,2017-05-12_TESTS\20170512-5_4C-40PER_3_6C.SDU,19,0.98,0.78,0.03
78,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000029_CH10_features_DeltaQFastCharge.json,2021.1.11.15,1.0729731000000002,0.6077728999999996,1.0793252,182982.49175211595,563.2000122070312,-1.4150787851174849,-1.7329798833485068,-3.5373017029602334,-1.1552027197510548,0.28253455055999327,-1.5237821717614233,36.496124267578125,29.49505615234375,1.0349499072317522e-06,1.0807967090702943,-6.170848484846311e-05,1.0854395018181793,0.01654176414012909,0.017006205394864082,-0.00033315084874629974,1.08161395,EL150800463886,2017-05-12_TESTS\20170512-4_8C-80PER_4_8C.SDU,9,10,91,100,40,10,b1,b1c10,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000029_CH10_features_TrajectoryFastCharge.json,2021.1.11.15,307,492,551,583,605,625,638,EL150800463886,2017-05-12_TESTS\20170512-4_8C-80PER_4_8C.SDU,9,0.98,0.78,0.03
79,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000029_CH9_features_DeltaQFastCharge.json,2021.1.11.15,1.0909803999999999,0.601885,1.0958742,181568.44157307944,563.2000122070312,-1.4292113483880624,-1.7347655128179247,-3.5577936695469194,-0.9413122207188156,0.2804236038475091,-1.558566478808759,36.05392837524414,29.36809539794922,-2.1047223252965737e-06,1.0969833643990927,-3.1584242424230485e-05,1.0989801509090893,0.016083084046840668,0.01635228842496872,-7.941201329231262e-05,1.09758635,EL150800465027,2017-05-12_TESTS\20170512-4_8C-80PER_4_8C.SDU,8,10,91,100,40,9,b1,b1c9,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000029_CH9_features_TrajectoryFastCharge.json,2021.1.11.15,431,633,715,767,805,839,872,EL150800465027,2017-05-12_TESTS\20170512-4_8C-80PER_4_8C.SDU,8,0.98,0.78,0.03
80,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000030_CH30_features_DeltaQFastCharge.json,2021.1.11.15,1.0742625,0.8875089,1.0810440000000001,233649.30202636716,588.7999877929688,-1.298934431076787,-1.6031159081874706,-3.288508852737882,-1.0138950813783396,0.285409421356309,-1.3697481109192349,38.206268310546875,29.854347229003906,1.4545714285683861e-06,1.0819288229437227,-4.79581818181526e-05,1.085682958181815,0.016895344480872154,0.01732199266552925,-0.00034599006175994873,1.0825042,el150800460449,2017-06-30_tests\20170630-4C_4per_4_85C.sdu,29,10,91,100,40,30,b2,b2c30,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000030_CH30_features_TrajectoryFastCharge.json,2021.1.11.15,248,366,413,439,459,476,491,el150800460449,2017-06-30_tests\20170630-4C_4per_4_85C.sdu,29,0.98,0.78,0.03
81,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000031_CH9_features_DeltaQFastCharge.json,2021.1.11.15,1.0680572,0.8866679000000002,1.0400827,215900.38505045572,614.4000244140625,-0.7812335774472353,-1.1395226138665226,-2.369260047507666,-1.1679576073026734,0.2758232032933187,-0.9249798501023996,33.97221755981445,26.734909057617188,-0.0003453728645640137,1.0783150472686043,-0.0006957345454545556,1.108763914545455,0.016423750668764114,0.017542101442813873,9.79062169790268e-05,1.07167855,el150800460518,2017-06-30_tests\20170629-1C_4per_6C.sdu,8,10,91,100,40,9,b2,b2c9,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000031_CH9_features_TrajectoryFastCharge.json,2021.1.11.15,73,138,187,228,267,294,311,el150800460518,2017-06-30_tests\20170629-1C_4per_6C.sdu,8,0.98,0.78,0.03
82,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000032_CH22_features_DeltaQFastCharge.json,2021.1.11.15,1.0757267,0.8825891000000001,1.0826506999999999,228833.554691569,614.4000244140625,-1.2671541166525433,-1.589104072397388,-3.239458180311633,-1.4881365397676871,0.27919035987286683,-1.3538677266437253,36.1468391418457,29.35239028930664,-1.920127396415037e-06,1.084230772026386,-9.438121212121604e-05,1.0919107545454545,0.016888003796339035,0.01743192970752716,-0.0004580356180667877,1.08486935,el150800463245,2017-06-30_tests\20170630-4_65C_44per_5C.sdu,21,10,91,100,40,22,b2,b2c22,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000032_CH22_features_TrajectoryFastCharge.json,2021.1.11.15,247,247,247,247,482,501,519,el150800463245,2017-06-30_tests\20170630-4_65C_44per_5C.sdu,21,0.98,0.78,0.03
83,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000033_CH14_features_DeltaQFastCharge.json,2021.1.11.15,1.0641999,0.8919945,1.0709631000000002,228548.54222005207,640.0,-1.344575457119044,-1.6821227286715459,-3.4295138809132353,-3.241596087966832,0.2634884291836523,-1.403686426228619,36.829566955566406,29.22489356994629,4.333983920839628e-06,1.0716912038342608,-7.635696969696176e-05,1.0783105036363625,0.01672736369073391,0.017228828743100166,-0.0003043282777070999,1.0723829500000002,el150800460635,2017-06-30_tests\20170630-3_6C_2per_4_85C.sdu,13,10,91,100,40,14,b2,b2c14,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000033_CH14_features_TrajectoryFastCharge.json,2021.1.11.15,250,365,410,436,456,474,491,el150800460635,2017-06-30_tests\20170630-3_6C_2per_4_85C.sdu,13,0.98,0.78,0.03
84,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000034_CH27_features_DeltaQFastCharge.json,2021.1.11.15,1.0680432,0.8829996,1.0708355,234480.80718994144,588.7999877929688,-1.2882856191912442,-1.6199336026904592,-3.292127984928669,-3.063566786207757,0.2752498084418834,-1.3446468179806015,38.132205963134766,30.125391006469727,-3.5436204081638644e-05,1.0759574213151928,-0.00012215212121209233,1.0828663054545424,0.017036082223057747,0.01774737797677517,-0.0006938222795724869,1.07559665,el150800460466,2017-06-30_tests\20170630-4C_13per_5C.sdu,26,10,91,100,40,27,b2,b2c27,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000034_CH27_features_TrajectoryFastCharge.json,2021.1.11.15,198,250,250,250,250,470,487,el150800460466,2017-06-30_tests\20170630-4C_13per_5C.sdu,26,0.98,0.78,0.03
85,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000035_CH12_features_DeltaQFastCharge.json,2021.1.11.15,1.0638535,0.8883787000000001,1.0474256,236232.81997477217,640.0,-0.9753509611041143,-1.2691067695230815,-2.61521153867992,-1.0831261132565708,0.2889699249381721,-1.0251211385633445,39.80894088745117,29.275243759155273,-0.00022037355473099126,1.0721160575345288,-0.0003882503030303295,1.085534103636366,0.015852956101298332,0.017053859308362007,-0.0006873868405818939,1.0677395500000002,el150800460673,2017-06-30_tests\20170629-2C_7per_5_5C.sdu,11,10,91,100,40,12,b2,b2c12,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000035_CH12_features_TrajectoryFastCharge.json,2021.1.11.15,102,165,218,250,304,331,348,el150800460673,2017-06-30_tests\20170629-2C_7per_5_5C.sdu,11,0.98,0.78,0.03
86,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000036_CH48_features_DeltaQFastCharge.json,2021.1.11.15,1.0383378,0.8789642,1.046985,223961.4962931315,614.4000244140625,-1.5398064960697715,-1.9718685626002623,-3.926754886173214,-0.48327676875721615,0.17234102166362433,-1.550354780540692,36.92367935180664,29.348474502563477,-1.9888138528183153e-06,1.0489136457431454,-8.167212121211272e-05,1.0551321454545444,0.017025595530867577,0.01793372631072998,-0.0008227992802858353,1.05005595,el150800460599,2017-06-30_tests\20170630-6C_60per_3C.sdu,47,10,91,100,40,48,b2,b2c48,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000036_CH48_features_TrajectoryFastCharge.json,2021.1.11.15,279,487,597,654,691,719,739,el150800460599,2017-06-30_tests\20170630-6C_60per_3C.sdu,47,0.98,0.78,0.03
87,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000037_CH21_features_DeltaQFastCharge.json,2021.1.11.15,1.0753926999999999,0.6077265000000001,1.0819528999999999,212881.8042195638,640.0,-1.5572800371952398,-1.9120701142399963,-3.8818722117213236,-1.2420557261235086,0.25297995755439484,-1.650588285026296,38.35481643676758,30.1059513092041,1.6821350649347517e-05,1.081248293073593,-1.1852727272714082e-05,1.083143972727271,0.016234220936894417,0.016521776095032692,1.5268102288246155e-05,1.0821542000000002,EL150800460472,2017-05-12_TESTS\20170512-5_4C-50PER_3_6C.SDU,20,10,91,100,40,21,b1,b1c21,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000037_CH21_features_TrajectoryFastCharge.json,2021.1.11.15,503,720,793,842,883,903,903,EL150800460472,2017-05-12_TESTS\20170512-5_4C-50PER_3_6C.SDU,20,0.98,0.78,0.03
88,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000037_CH22_features_DeltaQFastCharge.json,2021.1.11.15,1.0773282,0.6102822999999999,1.0836629,205682.50825602215,640.0,-1.5405001147546848,-1.8826942441497767,-3.8193448826543483,-1.4605981858512662,0.2646380485534067,-1.5895390037389383,35.892478942871094,29.7574405670166,9.055630179340067e-06,1.0837566386930526,-2.6915151515130668e-05,1.0863474618181796,0.0167066790163517,0.017176728695631027,-3.80687415599823e-05,1.0844985999999999,EL150800460658,2017-05-12_TESTS\20170512-5_4C-50PER_3_6C.SDU,21,10,91,100,40,22,b1,b1c22,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000037_CH22_features_TrajectoryFastCharge.json,2021.1.11.15,499,728,806,849,886,898,898,EL150800460658,2017-05-12_TESTS\20170512-5_4C-50PER_3_6C.SDU,21,0.98,0.78,0.03
89,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000038_CH13_features_DeltaQFastCharge.json,2021.1.11.15,1.0692153,0.8872389,1.0654062,233494.60409749352,614.4000244140625,-1.1983098906327156,-1.5082425919435956,-3.0831544724718127,-1.2194161894574589,0.28271848206092803,-1.2632541042623457,38.02289581298828,29.79493522644043,-0.00010092903772418603,1.0769744973407547,-0.0001787909090909518,1.0830892509090948,0.015997787937521935,0.0170302577316761,-0.000998217612504959,1.07514825,el150800460655,2017-06-30_tests\20170630-3_6C_22per_5_5C.sdu,12,10,91,100,40,13,b2,b2c13,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000038_CH13_features_TrajectoryFastCharge.json,2021.1.11.15,153,247,247,247,247,437,454,el150800460655,2017-06-30_tests\20170630-3_6C_22per_5_5C.sdu,12,0.98,0.78,0.03
90,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000039_CH27_features_DeltaQFastCharge.json,2021.1.11.15,1.0750393999999999,0.6098045000000001,1.0797218000000002,217599.77098388676,665.5999755859375,-1.4366160489850015,-1.7584799300598641,-3.6096240579022947,-1.0754306679336758,0.2748950056272614,-1.516175842455783,38.30351257324219,30.421293258666992,-3.67965862709323e-06,1.08083258899196,-3.092121212118349e-05,1.0828015345454514,0.016467511653900146,0.016832415014505386,-2.9031187295913696e-05,1.0811196,EL150800460507,2017-05-12_TESTS\20170512-6C-50PER_3C.SDU,26,10,91,100,40,27,b1,b1c27,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000039_CH27_features_TrajectoryFastCharge.json,2021.1.11.15,461,646,708,756,799,841,862,EL150800460507,2017-05-12_TESTS\20170512-6C-50PER_3C.SDU,26,0.98,0.78,0.03
91,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000039_CH28_features_DeltaQFastCharge.json,2021.1.11.15,1.076773,0.6095633999999999,1.081872,211724.2973347982,665.5999755859375,-1.4345500211683924,-1.7569173958277333,-3.5981121254518635,-1.1794992497253953,0.2748439850244022,-1.5126349877804994,36.258758544921875,30.240516662597656,-9.692158317928263e-07,1.0827803961451243,-3.260606060603442e-05,1.0851153127272701,0.016308506950736046,0.01668933592736721,-3.100000321865082e-05,1.0832342499999998,EL150800460644,2017-05-12_TESTS\20170512-6C-50PER_3C.SDU,27,10,91,100,40,28,b1,b1c28,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000039_CH28_features_TrajectoryFastCharge.json,2021.1.11.15,456,682,759,809,856,896,919,EL150800460644,2017-05-12_TESTS\20170512-6C-50PER_3C.SDU,27,0.98,0.78,0.03
92,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000040_CH32_features_DeltaQFastCharge.json,2021.1.11.15,1.0695118000000001,0.8730292,1.0787749,225224.7477335612,588.7999877929688,-1.3864460118086603,-1.7310602879010786,-3.5254213031588963,-1.6612066248775221,0.2579709294123992,-1.4304180456864304,35.575103759765625,29.430503845214844,1.8980369820642837e-05,1.0781792754483612,-5.25812121212118e-05,1.0838403345454546,0.01741701364517212,0.0177596602588892,-0.00015282630920410156,1.0792587,el150800460608,2017-06-30_tests\20170630-5_2C_37per_4_5C.sdu,31,10,91,100,40,32,b2,b2c32,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000040_CH32_features_TrajectoryFastCharge.json,2021.1.11.15,291,380,420,445,466,484,501,el150800460608,2017-06-30_tests\20170630-5_2C_37per_4_5C.sdu,31,0.98,0.78,0.03
93,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000041_CH10_features_DeltaQFastCharge.json,2021.1.11.15,1.06918,0.8851966,0.96991605,222735.2398071289,614.4000244140625,-0.7348435825736505,-1.1053494165432638,-2.2213311478524194,-0.8332686628944144,0.2565968571501843,-0.9555498850213983,38.5433235168457,27.85192108154297,-0.0010792954789115687,1.0836943592991135,-0.0013609268484848275,1.1050065801818159,0.0162673182785511,0.017852231860160828,-0.0009825360029935837,1.0628421000000001,el150800460605,2017-06-30_tests\20170629-2C_10per_6C.sdu,9,10,91,100,40,10,b2,b2c10,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000041_CH10_features_TrajectoryFastCharge.json,2021.1.11.15,44,71,94,114,132,147,161,el150800460605,2017-06-30_tests\20170629-2C_10per_6C.sdu,9,0.98,0.78,0.03
